,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Price
1585,Hyundai i10 Magna,2009,Petrol,83521,1197,First ,Manual,20.36,78.9,111.7,5,Maroon,5,FWD,Power,Ventilated Disc,Drum,19.0,295000
1586,Maruti Baleno Alpha Diesel,2017,Diesel,76000,1248,First ,Manual,27.39,74.0,190.0,5,White,5,FWD,Power,Discs,Drum,12.93,695000
1587,Volkswagen Polo 1.5 TDI,2015,Diesel,68289,1498,First ,Manual,20.14,88.8,230.0,5,Orange,5,FWD,Power,Discs,Drum,16.1,590000
1588,Volkswagen Jetta 2.0L TDI,2014,Diesel,100000,1968,First ,Automatic,16.96,138.1,320.0,5,Brown,6,FWD,Power,Discs,Discs,9.0,785000
1589,Volkswagen Vento Diesel Highline,2011,Diesel,128376,1598,First ,Manual,20.54,103.6,250.0,5,Blue,5,FWD,Power,Discs,Drum,19.0,375000
1590,Nissan Sunny XE D,2017,Diesel,31500,1461,First ,Manual,22.71,84.8,200.0,5,Silver,5,FWD,Electric,Discs,Drum,15.0,635000
1591,Maruti Swift Dzire VXI,2014,Petrol,43300,1197,First ,Manual,19.1,85.8,114.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,12.6,499000
1592,Honda BRV i-VTEC V,2017,Petrol,49000,1497,First ,Automatic,15.4,117.3,145.0,7,Brown,8,FWD,Power,Discs,Drum,19.0,894999
1593,Tata Tiago 1.2 Revotron,2018,Petrol,31700,1199,First ,Automatic,23.84,83.83,114.0,5,Grey,5,FWD,Power,Discs,Drum,19.0,539000
1594,Toyota Innova 2.5 VX,2012,Diesel,127000,2494,First ,Manual,12.99,100.0,200.0,7,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,844999
1595,Maruti Ciaz Delta BSIV,2019,Petrol,14100,1462,First ,Manual,21.56,103.25,138.0,5,Blue,5,FWD,Power,Ventilated Disc,Drum,19.0,849000
1596,Mercedes-Benz B Class B180,2013,Diesel,74200,2143,First ,Automatic,14.8,120.7,200.0,5,White,7,FWD,Power,Discs,Discs,10.2,1049000
1597,Tata Tiago 1.05 Revotorq,2017,Diesel,75000,1047,First ,Manual,27.28,69.0,140.0,5,Red,5,FWD,Power,Discs,Drum,16.29,495000
1598,Maruti Vitara Brezza ZDi,2019,Diesel,51369,1248,First ,Automatic,24.3,88.5,200.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,12.36,1025000
1599,Ford Freestyle Titanium Petrol,2018,Petrol,27459,1194,First ,Manual,19.0,94.68,120.0,5,Orange,5,FWD,Power,Ventilated Disc,Drum,13.07,680000
1600,Tata Sumo MKII EX,2010,Diesel,79223,2179,First ,Manual,13.55,118.35,250.0,7,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,310000
1601,Hyundai Verna 1.6 VTVT,2017,Petrol,32939,1591,First ,Manual,17.01,121.3,154.9,5,White,5,FWD,Power,Discs,Drum,10.5,900000
1602,Maruti Alto LXi,2011,Petrol,71226,796,First ,Manual,19.7,46.3,62.0,5,Maroon,5,FWD,Power,Discs,Drum,17.7,229999
1603,Mahindra Verito 1.5 D4,2014,Diesel,78129,1461,First ,Manual,21.03,65.0,160.0,5,Silver,5,FWD,Power,Discs,Drum,16.5,345000
1604,Volvo S60 D3,2012,Diesel,146256,1985,First ,Automatic,18.5,163.0,400.0,5,White,6,AWD,Power,Ventilated Disc,Discs,8.1,980000
1605,Hyundai i20 Asta 1.4,2012,Diesel,92173,1396,First ,Manual,21.27,88.76,219.6,5,White,6,FWD,Power,Discs,Discs,19.0,400000
1606,Hyundai Santa Fe 4X4,2011,Diesel,74000,2199,Second ,Manual,14.66,194.3,420.7,7,White,6,AWD,Power,Ventilated Disc,Discs,11.2,475000
1607,Maruti Swift Dzire LXi,2009,Petrol,65800,1298,First ,Manual,17.5,85.8,114.0,5,Silver,5,2WD,Power,Ventilated Disc,Drum,19.0,295000
1608,Maruti Alto LXi,2011,Petrol,71226,796,First ,Manual,19.7,46.3,62.0,5,Maroon,5,FWD,Power,Discs,Drum,17.7,229999
1609,Mahindra Verito 1.5 D4,2014,Diesel,78129,1461,First ,Manual,21.03,65.0,160.0,5,Silver,5,FWD,Power,Discs,Drum,16.5,345000
1610,Volvo S60 D3,2012,Diesel,146256,1985,First ,Automatic,18.5,163.0,400.0,5,White,6,AWD,Power,Ventilated Disc,Discs,8.1,980000
1611,Hyundai i20 Asta 1.4,2012,Diesel,92173,1396,First ,Manual,21.27,88.76,219.6,5,White,6,FWD,Power,Discs,Discs,19.0,400000
1612,Hyundai Santa Fe 4X4,2011,Diesel,74000,2199,Second ,Manual,14.66,194.3,420.7,7,White,6,AWD,Power,Ventilated Disc,Discs,11.2,475000
1613,Maruti Swift Dzire LXi,2009,Petrol,65800,1298,First ,Manual,17.5,85.8,114.0,5,Silver,5,2WD,Power,Ventilated Disc,Drum,19.0,295000
1614,Hyundai i20 Asta 1.4,2015,Diesel,66000,1396,First ,Manual,22.54,88.73,219.7,5,White,6,FWD,Power,Discs,Drum,11.9,665000
1615,Hyundai Creta 1.6 SX,2015,Diesel,114000,1582,First ,Manual,20.5,126.2,259.87,5,White,6,FWD,Power,Discs,Drum,10.83,1025000
1616,Audi Q3 2.0 TDI,2014,Diesel,125000,1968,First ,Automatic,15.73,174.33,380.0,5,Blue,7,AWD,Power,Ventilated Disc,Drum,8.2,1495000
1617,Maruti Ciaz VDi Plus,2016,Diesel,53605,1248,First ,Manual,28.09,88.5,200.0,5,Brown,5,FWD,Power,Ventilated Disc,Drum,15.0,735000
1618,Maruti Swift Dzire VDi,2017,Diesel,88000,1248,First ,Manual,19.3,73.9,190.0,5,Silver,5,2WD,Power,Ventilated Disc,Drum,19.0,655000
1619,Hyundai Grand i10 Sportz,2018,Petrol,25000,1197,First ,Manual,18.9,81.86,113.75,5,Silver,5,FWD,Power,Discs,Drum,12.9,585000
1620,Audi A6 3.0 TDI,2015,Diesel,45000,2967,First ,Automatic,14.57,241.38,500.0,5,Black,8,AWD,Power,Ventilated Disc,Discs,6.1,3195000
1621,Maruti Swift VDI,2012,Diesel,75000,1248,First ,Manual,28.4,74.0,190.0,5,Grey,5,FWD,Power,Discs,Drum,19.0,430000
1622,Maruti Baleno Alpha 1.3,2017,Diesel,36000,1248,First ,Manual,27.39,74.0,190.0,5,Blue,5,FWD,Power,Discs,Drum,12.93,819999
1623,Maruti Swift VDI,2013,Diesel,80000,1248,First ,Manual,22.9,74.0,190.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,13.75,434999
1624,Hyundai Verna CRDi,2007,Diesel,86281,1493,First ,Manual,16.8,110.0,24.0,5,Silver,5,FWD,Power,Ventilated Disc,Disc & Drum,11.2,220000
1625,Maruti Swift ZDI,2015,Diesel,83473,1248,First ,Manual,28.4,74.0,190.0,5,Grey,5,FWD,Power,Discs,Drum,19.0,599000
1626,Maruti Ertiga ZDI,2015,Diesel,85000,1248,First ,Manual,25.47,88.5,200.0,7,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,750000
1627,Toyota Innova 2.5 VX,2014,Diesel,178000,2494,First ,Manual,12.99,100.6,200.0,8,Grey,5,RWD,Power,Ventilated Disc,Drum,13.3,1050000
1628,Hyundai Creta 1.6 CRDi,2015,Diesel,114000,1582,First ,Automatic,17.01,126.2,259.9,5,White,6,FWD,Power,Discs,Drum,10.5,994999
1629,Hyundai Creta 1.6 VTVT,2018,Petrol,38000,1591,First ,Automatic,13.0,121.3,151.0,5,Orange,6,FWD,Power,Discs,Drum,19.0,1395000
1630,Maruti Swift VDI,2011,Diesel,75000,1248,First ,Manual,22.9,74.0,190.0,5,White,5,FWD,Power,Ventilated Disc,Drum,13.75,350000
1631,Renault KWID 1.0 RXT,2019,Petrol,21000,999,First ,Automatic,24.04,67.0,91.0,5,Silver,5,FWD,Electric,Discs,Drum,19.0,425000
1632,Toyota Etios V,2011,Petrol,78000,1496,First ,Manual,16.78,88.73,132.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,345000
1633,Maruti Baleno Zeta,2019,Petrol,21928,1197,First ,Manual,21.01,81.8,113.0,5,Grey,5,FWD,Electric,Discs,Drum,12.36,765000
1634,Ford Figo Petrol ZXI,2011,Petrol,65000,1196,First ,Manual,15.6,70.0,102.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,14.8,275000
1635,Honda City 1.5 S,2009,Petrol,65000,1497,First ,Manual,17.0,118.0,146.0,5,Grey,5,FWD,Power,Discs,Drum,19.0,335000
1636,Hyundai i20 Magna 1.4,2013,Diesel,75000,1396,First ,Manual,21.9,88.76,219.6,5,White,6,FWD,Power,Discs,Drum,19.0,390000
1637,Maruti Swift Dzire VXI,2017,Petrol,81578,1197,First ,Manual,20.85,83.14,115.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,12.6,600000
1638,Maruti Swift VXI BSIII,2005,Petrol,100283,1298,First ,Manual,16.1,88.2,11.5,5,Blue,5,FWD,Power,Ventilated Disc,Drum,12.29,210000
1639,Maruti Ritz ZXi,2015,Petrol,57000,1197,First ,Manual,18.5,85.8,114.0,5,Maroon,5,FWD,Power,Ventilated Disc,Drum,15.0,450000
1640,Hyundai Getz 1.5 CRDi,2008,Diesel,90756,1493,First ,Manual,17.1,110.0,24.0,5,White,5,FWD,Power,Ventilated Disc,Drum,11.5,195000
1641,Ford EcoSport 1.5 Ti,2015,Petrol,72600,1499,First ,Automatic,16.5,110.0,140.0,5,Red,6,FWD,Power,Ventilated Disc,Drum,16.0,595000
1642,Honda Civic Hybrid,2007,Petrol,89000,1339,First ,Automatic,20.0,108.5,123.0,5,White,6,FWD,Power,Ventilated Disc,Drum,19.0,325000
1643,Toyota Glanza V,2020,Petrol,27050,1197,First ,Manual,21.01,81.8,113.0,5,Blue,5,FWD,Electric,Discs,Drum,19.0,875000
1644,Maruti Swift Dzire AMT,2016,Diesel,81920,1248,First ,Automatic,26.59,74.0,190.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,13.8,725000
1645,Volkswagen Vento 1.5 TDI,2013,Diesel,75000,1498,First ,Manual,20.34,103.2,250.0,5,Blue,5,FWD,Power,Discs,Drum,11.94,495000
1646,Maruti Alto 800 VXI,2018,Petrol,14000,796,First ,Manual,24.7,47.3,69.0,5,Maroon,5,FWD,Power,Solid Disc,Drum,19.0,355000
1647,Hyundai Verna SX CRDi,2012,Diesel,110649,1582,Second ,Automatic,19.08,126.32,259.8,5,White,4,FWD,Power,Discs,Discs,10.62,550000
1648,Volkswagen Vento 1.2 Highline,2015,Petrol,77000,1197,First ,Automatic,18.19,103.5,175.0,5,White,7,FWD,Power,Ventilated Disc,Drum,12.3,685000
1649,Jeep Compass 2.0 Limited,2017,Diesel,66000,1956,First ,Manual,17.1,170.0,350.0,5,Red,6,2WD,Power,Discs,Discs,19.0,1575000
1650,Hyundai i20 Sportz 1.4,2013,Diesel,37723,1396,First ,Manual,21.9,88.76,219.6,5,Grey,6,FWD,Power,Discs,Discs,19.0,495000
1651,Volkswagen Polo 1.5 TDI,2014,Diesel,77000,1498,First ,Manual,20.14,88.8,230.0,5,Red,5,FWD,Power,Discs,Drum,16.1,495000
1652,Hyundai i20 1.4 CRDi,2011,Diesel,110000,1396,First ,Manual,21.9,90.0,22.4,5,Silver,5,FWD,Power,Discs,Discs,19.0,345000
1653,Mahindra XUV500 W10 2WD,2017,Diesel,42000,2179,First ,Manual,16.0,140.0,330.0,7,White,6,FWD,Power,Discs,Discs,10.0,1445000
1654,Renault Duster 110PS Diesel,2017,Diesel,38000,1461,First ,Automatic,19.6,108.45,245.0,5,White,6,FWD,Power,Discs,Drum,12.5,985000
1655,Maruti Celerio 2017-2021 ZXI,2019,Petrol,21000,998,First ,Manual,21.63,67.05,90.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,15.05,550000
1656,Volkswagen Vento 1.5 TDI,2014,Diesel,88969,1498,First ,Manual,22.27,108.6,250.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,11.07,575000
1657,Honda Amaze 2016-2021 S,2018,Diesel,86000,1498,First ,Manual,25.8,98.6,200.0,5,White,5,FWD,Power,Discs,Drum,17.0,565000
1658,Maruti Ertiga VDI,2018,Diesel,76000,1248,First ,Manual,25.47,88.5,200.0,7,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,890000
1659,Maruti Alto 800 LXI,2018,Petrol,12124,796,First ,Manual,24.7,47.3,69.0,5,Grey,5,FWD,Power,Solid Disc,Drum,19.0,350000
1660,Mahindra XUV500 W10 AWD,2017,Diesel,125000,2179,First ,Manual,16.0,140.0,330.0,7,Grey,6,AWD,Power,Discs,Discs,10.0,1350000
1661,Maruti Wagon R VXI,2013,Petrol,37000,1197,First ,Manual,21.5,81.8,113.0,5,Grey,5,FWD,Power,Discs,Drum,18.6,345000
1662,Mercedes-Benz E-Class 220 CDI,2009,Diesel,47450,2148,First ,Manual,15.0,0.0,5.0,5,White,5,FWD,Power,Discs,Disc & Drum,19.0,925000
1663,Maruti Baleno Delta 1.2,2018,Petrol,24000,1197,First ,Manual,21.4,83.1,115.0,5,Grey,5,FWD,Power,Discs,Drum,12.36,685000
1664,Maruti Vitara Brezza VDi,2018,Diesel,84000,1248,First ,Manual,24.3,88.5,200.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,12.36,869999
1665,Hyundai i20 1.2 Asta,2011,Petrol,78088,1197,First ,Manual,18.6,81.83,114.7,5,White,5,FWD,Power,Discs,Drum,13.2,345000
1666,Maruti Omni 8 Seater,2016,Petrol,26000,796,First ,Manual,14.0,35.0,113.0,5,Silver,4,RWD,Manual,Discs,Drum,19.0,210000
1667,Toyota Fortuner 4x2 AT,2014,Diesel,98400,2982,First ,Automatic,12.55,168.5,360.0,7,Grey,5,FWD,Power,Ventilated Disc,Drum,9.6,1495000
1668,Hyundai i20 Asta Option,2019,Petrol,12000,1197,First ,Manual,18.6,81.86,117.0,5,Orange,5,FWD,Power,Discs,Drum,13.2,844999
1669,Toyota Etios G,2013,Petrol,48698,1496,Second ,Manual,16.78,88.73,132.0,5,White,5,FWD,Power,Ventilated Disc,Drum,10.6,425000
1670,Ford EcoSport 1.5 TDCi,2016,Diesel,75300,1498,First ,Manual,22.77,98.59,205.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,13.5,695000
1671,Hyundai i20 Sportz 1.2,2014,Petrol,28650,1197,First ,Manual,18.5,82.85,113.7,5,Red,5,FWD,Power,Discs,Drum,19.0,640000
1672,Mahindra XUV500 W7 BSIV,2019,Diesel,22626,2179,First ,Manual,15.1,152.87,360.0,7,White,6,FWD,Power,Ventilated Disc,Discs,19.0,1650000
1673,Chevrolet Captiva LT,2008,Diesel,116532,1991,First ,Manual,11.5,147.9,320.0,7,Black,5,AWD,Power,Ventilated Disc,Discs,19.0,400000
1674,Maruti Swift Dzire VDI,2016,Diesel,68604,1248,First ,Manual,26.59,74.0,190.0,5,White,5,FWD,Power,Ventilated Disc,Drum,13.8,640000
1675,Toyota Fortuner 2016-2021 2.8,2017,Diesel,165663,2755,First ,Manual,14.24,174.5,420.0,7,White,6,AWD,Power,Ventilated Disc,Discs,19.0,2550000
1676,Maruti Alto 800 VXI,2013,Petrol,55000,796,First ,Manual,22.74,47.3,69.0,5,Grey,5,FWD,Power,Solid Disc,Drum,19.0,245000
1677,Maruti Swift Dzire VXI,2013,Petrol,68028,1197,First ,Manual,19.1,85.8,114.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,12.6,455000
1678,Toyota Innova 2.5 VX,2012,Diesel,151145,2494,First ,Manual,12.99,100.6,200.0,8,Grey,5,RWD,Power,Ventilated Disc,Drum,13.3,860000
1679,Renault Triber RXT,2019,Petrol,19960,999,First ,Manual,20.0,71.0,96.0,7,Silver,5,FWD,Electric,Discs,Drum,19.0,625000
1680,Maruti Swift Dzire ZDI,2013,Diesel,80000,1248,First ,Manual,23.4,74.0,190.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,14.85,550000
1681,Maruti Swift Dzire AMT,2017,Diesel,55000,1248,First ,Automatic,28.4,74.02,190.0,5,Silver,5,FWD,Power,Discs,Drum,19.0,725000
1682,Hyundai Grand i10 CRDi,2014,Diesel,61398,1120,First ,Manual,24.0,70.0,160.0,5,Blue,5,FWD,Power,Discs,Drum,15.6,465000
1683,Skoda Rapid 1.5 TDI,2017,Diesel,88600,1498,First ,Manual,21.13,108.6,250.0,5,Grey,5,FWD,Power,Discs,Drum,19.0,819999
1684,Maruti Wagon R VXI,2017,Petrol,81643,998,First ,Manual,18.9,67.1,90.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,425000
1685,Ford Figo Diesel Titanium,2013,Diesel,55000,1399,First ,Manual,20.0,68.05,160.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,345000
1686,Maruti Ciaz Alpha Diesel,2017,Diesel,54000,1248,First ,Manual,28.09,88.5,200.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,855000
1687,Skoda Yeti Active 4X2,2012,Diesel,105000,1968,First ,Manual,17.72,108.49,250.0,5,Grey,5,FWD,Power,Discs,Discs,19.0,620000
1688,Maruti Vitara Brezza ZDi,2019,Diesel,71750,1248,First ,Manual,24.3,88.5,200.0,5,White,5,FWD,Power,Ventilated Disc,Drum,12.36,1025000
1689,Volkswagen Polo 1.5 TDI,2013,Diesel,108000,1498,First ,Manual,20.14,88.8,230.0,5,Red,5,FWD,Power,Discs,Drum,16.1,434999
1690,Hyundai Grand i10 Asta,2015,Petrol,50000,1197,First ,Manual,18.9,82.0,114.0,5,Red,5,FWD,Power,Discs,Drum,12.9,565000
1691,Mahindra XUV500 W10 2WD,2017,Diesel,85000,2179,First ,Manual,16.0,140.0,330.0,7,Brown,6,FWD,Power,Discs,Discs,10.0,1325000
1692,Toyota Yaris V CVT,2018,Petrol,26300,1496,First ,Automatic,17.8,105.5,140.0,5,Red,7,FWD,Power,Discs,Discs,19.0,994999
1693,Maruti Baleno RS,2017,Petrol,40000,998,First ,Manual,21.1,100.0,150.0,5,Grey,5,FWD,Power,Discs,Discs,11.4,665000
1694,Maruti Baleno Alpha Automatic,2017,Petrol,38000,1197,First ,Automatic,21.4,83.1,115.0,5,Grey,8,FWD,Power,Discs,Drum,12.36,695000
1695,Ford Fiesta Classic 1.4,2012,Diesel,114356,1399,First ,Manual,17.8,67.0,160.0,5,Silver,5,2WD,Power,Ventilated Disc,Drum,15.5,210000
1696,Maruti Vitara Brezza ZDi,2020,Diesel,22000,1248,First ,Manual,24.3,88.5,200.0,5,Maroon,5,FWD,Power,Ventilated Disc,Drum,12.36,1065000
1697,Toyota Innova Crysta 2016-2020,2019,Diesel,59000,2393,First ,Manual,13.68,147.8,343.0,8,Brown,5,RWD,Power,Discs,Drum,19.0,1985000
1698,Maruti Swift VDI,2013,Diesel,82000,1248,First ,Manual,22.9,74.0,190.0,5,White,5,FWD,Power,Ventilated Disc,Drum,13.75,450000
1699,Hyundai Santro Xing GLS,2008,Petrol,65000,1086,First ,Manual,17.92,62.1,96.1,5,Silver,5,FWD,Power,Ventilated Disc,Drum,19.0,225000
1700,Maruti Swift VDI BSIV,2018,Diesel,65200,1248,First ,Manual,25.2,74.0,190.0,5,White,5,FWD,Power,Ventilated Disc,Drum,14.8,645000
1701,Maruti Swift VDI,2013,Diesel,72000,1248,First ,Manual,28.4,74.0,190.0,5,White,5,FWD,Power,Discs,Drum,19.0,450000
1702,Volvo S60 D4 SUMMUM,2014,Diesel,63000,1984,First ,Automatic,9.0,181.0,400.0,5,Red,8,FWD,Power,Discs,Discs,9.2,1695000
1703,Audi A4 2.0 TDI,2012,Diesel,43000,1968,First ,Automatic,16.55,140.0,32.6,5,White,7,FWD,Power,Ventilated Disc,Drum,9.7,1495000
1704,Hyundai i20 2015-2017 Asta,2016,Diesel,98000,1396,First ,Manual,22.54,88.73,219.7,5,White,6,FWD,Power,Discs,Drum,11.9,675000
1705,Toyota Innova 2.5 VX,2014,Diesel,170000,2494,First ,Manual,12.99,100.6,200.0,8,Grey,5,RWD,Power,Ventilated Disc,Drum,13.3,1100000
1706,Chevrolet Beat Diesel LT,2011,Diesel,91000,936,First ,Manual,25.44,57.6,150.0,5,Silver,5,FWD,Power,Discs,Drum,19.0,210000
1707,Tata Nexon 1.2 Revotron,2019,Petrol,16400,1198,First ,Automatic,17.0,108.5,170.0,5,Blue,6,FWD,Power,Discs,Drum,11.64,775000
1708,Maruti Wagon R VXI,2019,Petrol,44000,998,First ,Manual,21.79,67.05,90.0,5,Silver,5,FWD,Power,Discs,Drum,18.6,495000
1709,Hyundai i20 Magna 1.4,2016,Diesel,70000,1396,First ,Manual,22.54,88.73,219.7,5,White,6,FWD,Power,Discs,Drum,11.9,545000
1710,Volkswagen Polo 1.0 TSI,2020,Petrol,20000,999,First ,Automatic,16.47,108.62,175.0,5,Red,6,FWD,Electric,Discs,Drum,19.0,965000
1711,Volkswagen Vento Diesel Highline,2011,Diesel,69000,1598,Second ,Manual,20.54,103.6,250.0,5,Silver,5,FWD,Power,Discs,Drum,19.0,315000
1712,Nissan Sunny XV D,2017,Diesel,41100,1461,First ,Manual,22.71,84.8,200.0,5,Grey,5,FWD,Electric,Discs,Drum,15.0,669000
1713,Toyota Yaris VX BSIV,2018,Petrol,13400,1496,First ,Manual,17.1,105.5,140.0,5,Silver,6,FWD,Power,Discs,Discs,19.0,1049000
1714,Nissan Sunny XL CVT,2016,Petrol,43800,1498,First ,Automatic,17.97,99.6,134.0,5,Black,5,FWD,Power,Discs,Drum,13.0,545000
1715,Honda Jazz 1.2 V,2016,Petrol,53000,1199,Second ,Manual,18.7,88.7,110.0,5,Orange,5,FWD,Power,Discs,Drum,13.7,565000
1716,Maruti Alto Green LXi,2008,CNG,76000,796,Second ,Manual,26.83,38.4,62.0,5,Silver,5,2WD,Power,Discs,Drum,18.2,170000
1717,Maruti Alto K10 VXI,2018,Petrol,18600,998,Second ,Automatic,23.95,67.1,90.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,13.3,399000
1718,Maruti Wagon R LXI,2010,Petrol,54000,998,First ,Manual,18.9,67.1,90.0,5,Maroon,5,FWD,Power,Ventilated Disc,Drum,19.0,250000
1719,Maruti Swift Dzire AMT,2018,Petrol,30100,1197,First ,Automatic,22.0,81.8,113.0,5,Grey,5,FWD,Electric,Ventilated Disc,Drum,12.6,745000
1720,Maruti Baleno Delta 1.3,2017,Diesel,84817,1248,First ,Manual,27.39,74.0,190.0,5,Red,5,FWD,Power,Discs,Drum,12.93,680000
1721,Toyota Fortuner 2016-2021 2.8,2018,Diesel,83424,2755,First ,Automatic,15.04,174.5,450.0,7,Brown,6,AWD,Power,Ventilated Disc,Discs,12.14,3200000
1722,Maruti Wagon R VXI,2016,Petrol,68703,998,First ,Manual,20.51,67.04,90.0,5,Brown,5,FWD,Power,Ventilated Disc,Drum,18.6,390000
1723,Maruti Ciaz VDi Plus,2016,Diesel,72280,1248,First ,Manual,28.09,88.5,200.0,5,White,5,FWD,Power,Ventilated Disc,Drum,15.0,680000
1724,Hyundai i10 Sportz 1.1L,2016,Petrol,61241,1086,First ,Manual,19.81,68.05,99.04,5,Grey,5,FWD,Power,Ventilated Disc,Drum,14.3,480000
1725,Maruti Swift VXI BSIV,2015,Petrol,73593,1197,First ,Manual,22.0,81.8,113.0,5,Red,5,FWD,Power,Discs,Drum,19.0,500000
1726,Ford Endeavour 2.2 Titanium,2016,Diesel,128005,2198,First ,Automatic,12.62,158.0,385.0,7,Red,6,FWD,Power,Discs,Discs,19.0,2300000
1727,Mercedes-Benz E-Class E250 CDI,2011,Diesel,77000,2143,First ,Automatic,14.21,203.0,500.0,5,Brown,5,RWD,Power,Ventilated Disc,Discs,7.5,1275000
1728,Hyundai i10 Magna 1.2,2008,Petrol,40100,1197,First ,Manual,20.36,78.9,111.7,5,Golden,5,FWD,Power,Ventilated Disc,Drum,19.0,259000
1729,Maruti Ertiga VDI,2014,Diesel,83251,1248,First ,Manual,20.77,88.76,200.0,7,Silver,5,FWD,Power,Discs,Drum,13.3,685000
1730,Kia Sonet 1.5 GTX,2020,Diesel,21000,1493,First ,Manual,24.1,98.63,240.0,5,White,6,FWD,Electric,Discs,Drum,19.0,1450000
1731,Maruti Swift VDI,2013,Diesel,72000,1248,First ,Manual,22.9,74.0,190.0,5,White,5,FWD,Power,Ventilated Disc,Drum,13.75,450000
1732,Maruti Ciaz Alpha 1.5,2017,Diesel,54400,1498,First ,Manual,26.82,93.87,225.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,885000
1733,Toyota Innova Crysta 2016-2020,2017,Diesel,42560,2755,First ,Automatic,11.36,171.5,360.0,7,Brown,6,RWD,Power,Discs,Drum,19.0,1850000
1734,Hyundai Verna 1.6 SX,2012,Diesel,114323,1582,First ,Automatic,22.32,126.32,259.8,5,White,4,FWD,Power,Discs,Discs,10.62,650000
1735,Honda City i DTEC,2015,Diesel,83000,1498,First ,Manual,26.0,98.6,200.0,5,Red,6,FWD,Power,Discs,Drum,10.0,599000
1736,Tata Manza Aura (ABS),2010,Diesel,70000,1248,First ,Manual,21.12,88.8,200.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,285000
1737,Tata Zest Quadrajet 1.3,2016,Diesel,120000,1248,Second ,Manual,22.95,74.0,190.0,5,White,5,FWD,Power,Discs,Drum,15.0,380000
1738,Ford Figo 1.5D Titanium,2017,Diesel,50000,1498,Second ,Manual,25.83,99.0,215.0,5,White,5,FWD,Electric,Ventilated Disc,Drum,11.6,450000
1739,Hyundai Verna 1.6 SX,2013,Diesel,195000,1582,Second ,Manual,22.32,126.32,259.8,5,White,6,FWD,Power,Discs,Discs,10.62,650000
1740,Tata Indica DLX,2007,Diesel,120000,1396,First ,Manual,17.2,53.5,8.5,5,White,5,FWD,Manual,Ventilated Disc,Drum,22.39,100000
1741,BMW 5 Series 520d,2011,Diesel,32000,1194,First ,Automatic,18.48,5.0,0.0,5,White,6,FWD,Power,Ventilated Disc,Discs,8.3,1900000
1742,Maruti Ertiga VDI,2014,Diesel,120000,1248,Second ,Manual,20.77,88.76,200.0,7,White,5,FWD,Power,Discs,Drum,13.3,530000
1743,Hyundai Santro GS,2006,Petrol,75040,999,First ,Manual,0.0,0.0,5.0,5,Red,5,FWD,Power,Discs,Disc & Drum,19.0,180000
1744,Hyundai Xcent 1.2 CRDi,2018,Diesel,175000,1186,Second ,Manual,25.4,73.97,190.25,5,White,5,FWD,Power,Discs,Drum,19.0,520000
1745,New Skoda Rapid 1.0,2020,Petrol,27000,999,First ,Manual,18.97,108.62,175.0,5,White,6,FWD,Power,Discs,Drum,19.0,1080000
1746,Hyundai i10 Sportz AT,2011,Petrol,37000,1197,First ,Automatic,16.95,78.9,111.8,5,Red,4,FWD,Power,Ventilated Disc,Drum,19.0,415000
1747,Ford Aspire 1.5 TDCi,2015,Diesel,150000,1498,First ,Manual,25.83,99.0,215.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,10.75,450000
1748,Chevrolet Beat LS,2012,Petrol,80000,1199,Second ,Manual,18.6,79.4,108.0,5,White,5,FWD,Power,Discs,Drum,19.0,200000
1749,Hyundai Verna Transform VTVT,2010,Petrol,110000,1599,Second ,Manual,16.2,103.2,14.9,5,White,5,2WD,Power,Discs,Drum,12.07,240000
1750,Mahindra TUV 300 mHAWK100,2018,Diesel,50000,1493,Second ,Automatic,18.49,100.0,240.0,7,White,5,RWD,Power,Discs,Drum,13.9,700000
